248	12
2.013083333000000039e+03	4.052504505602389108e+06	1.750000000000000000e+01	3.062500000000000000e+02	3.956746999999999730e+02	1.565584682200899697e+05	5.000000000000000000e+00	2.500000000000000000e+01	2.495673999999999992e+01	6.228388714275999973e+02	1.215340000000000060e+02	1.477051315600000089e+04	2.450000000000000000e+01
2.012750000000000000e+03	4.051162562500000000e+06	1.250000000000000000e+01	1.562500000000000000e+02	1.144435999999999922e+03	1.309733758095999714e+06	4.000000000000000000e+00	1.600000000000000000e+01	2.499175999999999931e+01	6.245880678976000127e+02	1.215345599999999990e+02	1.477064927439359963e+04	3.410000000000000142e+01
2.012833333000000039e+03	4.051498026435888838e+06	3.130000000000000071e+01	9.796900000000000546e+02	6.008604000000000269e+02	3.610332202881600242e+05	5.000000000000000000e+00	2.500000000000000000e+01	2.496871000000000151e+01	6.234364790641001264e+02	1.215465099999999978e+02	1.477355409318009879e+04	3.089999999999999858e+01
2.012833333000000039e+03	4.051498026435888838e+06	3.399999999999999911e+00	1.155999999999999872e+01	5.647424999999999784e+01	3.189340913062499567e+03	7.000000000000000000e+00	4.900000000000000000e+01	2.495743999999999829e+01	6.228738113535998764e+02	1.215371099999999984e+02	1.477126910715210033e+04	5.439999999999999858e+01
2.012750000000000000e+03	4.051162562500000000e+06	1.590000000000000036e+01	2.528100000000000023e+02	2.893247999999999820e+02	8.370883989503998600e+04	5.000000000000000000e+00	2.500000000000000000e+01	2.498203000000000173e+01	6.241018229209000765e+02	1.215434800000000024e+02	1.477281753051040141e+04	4.210000000000000142e+01
2.013000000000000000e+03	4.052169000000000000e+06	1.800000000000000000e+01	3.240000000000000000e+02	1.414836999999999989e+03	2.001763736568999942e+06	1.000000000000000000e+00	1.000000000000000000e+00	2.495182000000000144e+01	6.225933213124001213e+02	1.215488699999999938e+02	1.477412779827689883e+04	2.660000000000000142e+01
2.013583333000000039e+03	4.054517838935389183e+06	3.069999999999999929e+01	9.424900000000000091e+02	1.264730000000000018e+03	1.599541972899999935e+06	0.000000000000000000e+00	0.000000000000000000e+00	2.494883000000000095e+01	6.224441183689000354e+02	1.215295399999999972e+02	1.476942909261159912e+04	1.830000000000000071e+01
2.012750000000000000e+03	4.051162562500000000e+06	0.000000000000000000e+00	0.000000000000000000e+00	2.083905000000000030e+02	4.342660049024999898e+04	6.000000000000000000e+00	3.600000000000000000e+01	2.495617999999999981e+01	6.228109201923999763e+02	1.215384399999999943e+02	1.477159239763359801e+04	4.570000000000000284e+01
2.012666666999999961e+03	4.050827112452888861e+06	2.019999999999999929e+01	4.080399999999999636e+02	2.185128000000000156e+03	4.774784376384000294e+06	3.000000000000000000e+00	9.000000000000000000e+00	2.496321999999999974e+01	6.231623527683999555e+02	1.215123700000000042e+02	1.476525606301690095e+04	2.280000000000000071e+01
2.012833333000000039e+03	4.051498026435888838e+06	5.000000000000000000e+00	2.500000000000000000e+01	3.905683999999999969e+02	1.525436750785599870e+05	5.000000000000000000e+00	2.500000000000000000e+01	2.497936999999999941e+01	6.239689255969000214e+02	1.215424500000000023e+02	1.477256715200250073e+04	4.310000000000000142e+01
2.013416666999999961e+03	4.053846674953388516e+06	2.419999999999999929e+01	5.856399999999999864e+02	4.605748999999999796e+03	2.121292385100099817e+07	0.000000000000000000e+00	0.000000000000000000e+00	2.494684000000000168e+01	6.223448259856000959e+02	1.214957799999999963e+02	1.476122455780839846e+04	1.340000000000000036e+01
2.013083333000000039e+03	4.052504505602389108e+06	0.000000000000000000e+00	0.000000000000000000e+00	2.740144000000000233e+02	7.508389140736001718e+04	1.000000000000000000e+00	1.000000000000000000e+00	2.497479999999999833e+01	6.237406350399999155e+02	1.215305900000000037e+02	1.476968430574810009e+04	5.220000000000000284e+01
2.013500000000000000e+03	4.054182250000000000e+06	4.099999999999999645e+00	1.680999999999999872e+01	3.128962999999999965e+02	9.790409455368999625e+04	5.000000000000000000e+00	2.500000000000000000e+01	2.495590999999999937e+01	6.227974439280999377e+02	1.215395599999999945e+02	1.477186464499359863e+04	5.170000000000000284e+01
2.013500000000000000e+03	4.054182250000000000e+06	1.639999999999999858e+01	2.689599999999999795e+02	3.780590000000000146e+03	1.429286074810000136e+07	0.000000000000000000e+00	0.000000000000000000e+00	2.493292999999999893e+01	6.216509983848999354e+02	1.215120299999999958e+02	1.476517343472089851e+04	4.510000000000000142e+01
2.012916666999999961e+03	4.051833508286388591e+06	1.469999999999999929e+01	2.160899999999999750e+02	1.935009000000000015e+03	3.744259830080999993e+06	2.000000000000000000e+00	4.000000000000000000e+00	2.496386000000000038e+01	6.231943060995999986e+02	1.215145799999999952e+02	1.476579315257639792e+04	2.289999999999999858e+01
2.013250000000000000e+03	4.053175562500000000e+06	1.610000000000000142e+01	2.592100000000000364e+02	8.159314000000000533e+02	6.657440495059600798e+05	4.000000000000000000e+00	1.600000000000000000e+01	2.497886000000000095e+01	6.239434468996000760e+02	1.215346399999999960e+02	1.477066871992959932e+04	3.560000000000000142e+01
2.012833333000000039e+03	4.051498026435888838e+06	1.500000000000000000e+01	2.250000000000000000e+02	1.828318999999999960e+03	3.342750365760999732e+06	2.000000000000000000e+00	4.000000000000000000e+00	2.496463999999999928e+01	6.232332503295999686e+02	1.215153099999999995e+02	1.476597056439610060e+04	2.089999999999999858e+01
2.013250000000000000e+03	4.053175562500000000e+06	1.700000000000000000e+01	2.890000000000000000e+02	1.485096999999999980e+03	2.205513099409000017e+06	4.000000000000000000e+00	1.600000000000000000e+01	2.497072999999999965e+01	6.235373567328999798e+02	1.215169999999999959e+02	1.476638128899999901e+04	3.069999999999999929e+01
2.013500000000000000e+03	4.054182250000000000e+06	1.689999999999999858e+01	2.856099999999999568e+02	4.066586999999999989e+03	1.653712982856900059e+07	0.000000000000000000e+00	0.000000000000000000e+00	2.494296999999999898e+01	6.221517524208999248e+02	1.215034200000000055e+02	1.476308107169640061e+04	2.069999999999999929e+01
2.013166666999999961e+03	4.052840029119888786e+06	1.200000000000000000e+01	1.440000000000000000e+02	1.360138999999999896e+03	1.849978099320999812e+06	1.000000000000000000e+00	1.000000000000000000e+00	2.495204000000000022e+01	6.226043001616000083e+02	1.215484199999999930e+02	1.477401840449639894e+04	2.530000000000000071e+01
2.013250000000000000e+03	4.053175562500000000e+06	0.000000000000000000e+00	0.000000000000000000e+00	2.929977999999999838e+02	8.584771080483999685e+04	6.000000000000000000e+00	3.600000000000000000e+01	2.497744000000000142e+01	6.238725089536001178e+02	1.215445799999999963e+02	1.477308492737639972e+04	7.009999999999999432e+01
2.013166666999999961e+03	4.052840029119888786e+06	1.619999999999999929e+01	2.624399999999999977e+02	2.893247999999999820e+02	8.370883989503998600e+04	5.000000000000000000e+00	2.500000000000000000e+01	2.498203000000000173e+01	6.241018229209000765e+02	1.215434800000000024e+02	1.477281753051040141e+04	4.620000000000000284e+01
2.012666666999999961e+03	4.050827112452888861e+06	1.240000000000000036e+01	1.537600000000000193e+02	1.712632000000000062e+03	2.933108367424000055e+06	2.000000000000000000e+00	4.000000000000000000e+00	2.496412000000000120e+01	6.232072873744000390e+02	1.215167000000000002e+02	1.476630837889000031e+04	3.130000000000000071e+01
